"tramite_audiencia_name","tramite_audiencia_date","tramite_audiencia_numero_processo"
"INSTRUÇÃO","2021-03-18","0000318-97.2020.5.11.0018"
"PERÍCIA","2021-07-06","0020922-38.2020.5.04.0030"
"UNA","2021-02-18","1001727-55.2019.5.02.0381"
"CONCILIAÇÃO","2020-12-11","1000295-42.2019.5.02.0044"
"INICIAL","2020-12-15","1001187-21.2020.5.02.0462"
"INSTRUÇÃO","2020-12-15","0010975-80.2019.5.03.0075"
"INSTRUÇÃO","2021-01-25","0020707-32.2019.5.04.0019"
"INSTRUÇÃO","2021-09-06","0020707-32.2019.5.04.0019"
"INSTRUÇÃO","2020-12-15",""
"PERÍCIA","2020-12-17",""
"JULGAMENTO - VIRTUAL","2020-12-16","5054677-19.2019.4.04.7100"
"INSTRUÇÃO","2021-11-18","0020922-38.2020.5.04.0030"
"PERÍCIA","2021-01-14","1000629-28.2020.8.26.0366"
"INSTRUÇÃO","2021-02-08","1000985-19.2019.5.02.0708"
"INICIAL","2021-02-24","0100970-17.2020.5.01.0531"
"INICIAL","2021-02-11","0100905-91.2020.5.01.0023"
"PERÍCIA","2021-02-04","5026222-98.2020.4.04.7200"
"PERÍCIA","2021-01-29","0022144-46.2017.5.04.0030"
"PERÍCIA","2021-01-27","1000895-02.2020.5.02.0053"
"INICIAL","2021-05-26","1001281-06.2020.5.02.0385"
"INSTRUÇÃO","2021-02-08","0011660-41.2018.5.15.0026"
"INICIAL","2021-02-09","0101007-14.2020.5.01.0056"
"UNA","2021-05-18","1000442-48.2020.5.02.0201"
"INICIAL","2021-03-12","1001348-79.2020.5.02.0058"
"INSTRUÇÃO","2021-03-08","1000107-39.2020.5.02.0715"
"INSTRUÇÃO","2021-03-04","0017768-58.2019.5.16.0015"
"PERÍCIA","2021-02-24","0020143-83.2020.5.04.0030"
"INSTRUÇÃO","2021-05-06","1000930-57.2020.5.02.0086"
"INSTRUÇÃO","2021-03-22","1001930.63.2016.5.02.0432"
"INSTRUÇÃO","2021-03-15","1001117-79.2019.5.02.0028"
"INICIAL","2021-03-10","0021073-13.2020.5.04.0221"
"INSTRUÇÃO","2021-05-26","0011078-30.2019.5.03.0094"
"INSTRUÇÃO","2021-06-01","0011384-06.2020.5.03.0145"
"INSTRUÇÃO","2021-06-30","1001246-06.2019.5.02.0442"
"INSTRUÇÃO","2021-06-07","0011134-95.2018.5.15.0116"
"INICIAL","2021-05-19","1001297-79.2020.5.02.0701"
"UNA","2021-08-06","1001727-55.2019.5.02.0381"
"INSTRUÇÃO","2021-10-07","1001187-21.2020.5.02.0462"
"INSTRUÇÃO","2021-12-13",""
"JULGAMENTO - VIRTUAL","2020-12-17",""
"JULGAMENTO - VIRTUAL","2020-12-07","012/2020"
"OITIVA DE TESTEMUNHAS","2020-12-03","0010348-51.2018.5.15.0019"
"UNA","2020-12-02","1000858-38.2020.5.02.0032"
"INSTRUÇÃO","2021-02-03","0100669-16.2020.5.01.0064"
"INSTRUÇÃO","2020-12-17","0010305-08.2020.5.03.0075"
"INSTRUÇÃO","2020-12-17","0010307-75.2020.5.03.0075"
"JULGAMENTO","2020-06-10","0021583-64.2017.5.04.0404"
"PERÍCIA","2021-01-08",""
"UNA","2021-01-25","0000328-50.2020.5.11.0016"
"INICIAL","2021-02-01","1000796-83.2020.5.02.0036"
"UNA","2021-08-24","1001384-23.2020.5.02.0026"
"UNA","2021-04-05",""
"INSTRUÇÃO","2021-01-28","1001558-66.2019.5.02.0026"
"JULGAMENTO - VIRTUAL","2021-02-01",""
"JULGAMENTO - VIRTUAL","2021-02-02","5161880-66.2020.4.03.9999"
"INSTRUÇÃO","2021-02-11","0021268-77.2019.5.04.0012"
"JULGAMENTO - VIRTUAL","2021-02-11",""
"UNA","2021-04-06","0001047-06.2020.5.17.0003"
"INSTRUÇÃO","2021-03-01","0020720-42.2016.5.04.0017"
"PERÍCIA","2021-03-05","1031907-16.2020.8.26.0053"
"CONCILIAÇÃO","2021-03-15","0000885-30.2020.5.09.0004"
"INSTRUÇÃO","2021-03-16","0020796-30.2020.5.04.0404"
"INSTRUÇÃO","2021-03-17","0021327-87.2018.5.04.0404"
"INICIAL","2021-04-28","0000403-10.2020.5.11.0010"
"INICIAL","2021-04-28","0000403-10.2020.5.11.0010"
"INSTRUÇÃO","2021-10-06","1000452-86.2020.5.02.0009"
"UNA","2021-06-02",""
"INSTRUÇÃO","2021-04-27","0000476-79.2020.5.11.0010"
"PERÍCIA","2021-01-14","5006490-22.2020.4.04.7107"
"INICIAL","2021-02-09","1000660-20.2020.5.02.0058"
"PERÍCIA","2021-01-21","5117564-52.2020.8.21.0001"
"JULGAMENTO - VIRTUAL","2021-01-28","5073447-65.2016.4.04.7100"
"PERÍCIA","2021-01-19","10423165120208260053"
"INSTRUÇÃO","2021-02-01","1001163-75.2020.5.02.0467"
"INSTRUÇÃO","2021-02-17","0024345-35.2020.5.24.0002"
"UNA","2021-06-01",""
"UNA","2021-07-21",""
"INSTRUÇÃO","2021-05-05","1001163-75.2020.5.02.0467"
"INSTRUÇÃO","2021-03-25","0021149-08.2018.5.04.0027"
"PERÍCIA","2021-02-04","1046419-38.2019.8.26.0053"
"CONCILIAÇÃO","2021-02-02","0000752-59.2020.5.10.0812"
"INSTRUÇÃO","2021-02-25","0021052-80.2019.5.04.0024"
"INSTRUÇÃO","2021-03-09","0021545-81.2019.5.04.0404"
"PERÍCIA","2021-03-16",""
"UNA","2021-03-24",""
"INSTRUÇÃO","2021-04-05","0021752-18.2017.5.04.0221"
"INSTRUÇÃO","2021-05-10","0020254-12.2020.5.04.0404"
"UNA","2021-06-16",""
"INSTRUÇÃO","2021-07-21","0021351-48.2019.5.04.0221"
"INSTRUÇÃO","2021-01-26","0020922-09.2018.5.04.0030"
"INSTRUÇÃO","2021-05-25","0020922-09.2018.5.04.0030"
"CONCILIAÇÃO","2021-02-11",""
"CONCILIAÇÃO","2021-02-23","1000796-83.2020.5.02.0036"
"PERÍCIA","2021-02-26",""
"INSTRUÇÃO","2021-02-22",""
"INSTRUÇÃO","2021-05-17",""
"INSTRUÇÃO","2021-05-12",""
"INSTRUÇÃO","2020-09-08","1000716-58.2020.5.02.0606"
"INSTRUÇÃO","2021-10-28",""
"INSTRUÇÃO","2021-01-27","1000467-62.2020.5.02.0039"
"INSTRUÇÃO","2021-02-25","1000154-41.2020.5.02.0447"
"PERÍCIA","2021-02-04","5049463-86.2015.4.04.7100"
"OITIVA DE TESTEMUNHAS","2021-02-22",""
"OITIVA DE TESTEMUNHAS","2021-02-11","1001635.76.2019.5.02.0058"
"INSTRUÇÃO","2021-01-26","5009990-33.2019.4.04.7107"
"CONCILIAÇÃO","2021-01-25","0021445-30.2018.5.04.0221"
"INSTRUÇÃO","2021-08-26","1001665-55.2019.5.07.0012"
"PERÍCIA","2021-02-26",""
"INSTRUÇÃO","2021-06-15","0000662-63.2020.5.09.0041"
"SENTENÇA","2021-02-05","1000428-89.2020.5.02.0710"
"INSTRUÇÃO","2021-02-25","0100673-53.2020.5.01.0064"
"INICIAL","2021-02-22","1001682-09.2020.5.02.0610"
"INSTRUÇÃO","2021-11-03",""
"JULGAMENTO - VIRTUAL","2021-02-02",""
"JULGAMENTO","2021-02-04","0020676-53.2017.5.04.0028"
"INSTRUÇÃO","2021-02-08","1000551-06.2020.5.02.0058"
"INSTRUÇÃO","2021-02-09","0101063-76.2019.5.01.0284"
"INSTRUÇÃO","2021-02-10","0010069-45.2020.5.15.0100"
"CONCILIAÇÃO","2021-02-11",""
"INICIAL","2021-02-11",""
"INSTRUÇÃO","2021-02-26","1001585-39.2019.5.02.0385"
"JULGAMENTO","2021-02-25","0021155-36.2018.5.04.0020"
"JULGAMENTO","2021-02-25","0020311-49.2020.5.04.0333"
"CONCILIAÇÃO","2021-02-22",""
"UNA","2021-12-02","0100966-79.2020.5.01.0401"
"INSTRUÇÃO","2021-02-26","0011428-56.2019.5.15.0038"
"INSTRUÇÃO/CONTROLE DO JUIZ","2021-02-18","1000147-55.2020.5.02.0445"
"INSTRUÇÃO","2021-03-23",""
"INSTRUÇÃO","2021-03-24",""
"UNA","2021-05-31","0000328-50.2020.5.11.0016"
"PERÍCIA","2021-04-13",""
"INSTRUÇÃO","2021-05-12",""
"INSTRUÇÃO","2021-07-22","0000260-98-2012-5-06-0023"
"INSTRUÇÃO","2021-02-26","1000467-62.2020.5.02.0039"
"INSTRUÇÃO","2021-07-08","0100437-85.2020.5.01.0522"
"UNA","2021-07-28","0100173-33.2020.5.01.0081"
"INSTRUÇÃO","2021-11-16","0100621-44.2020.5.01.0521"
"OITIVA DE TESTEMUNHAS","2021-03-04","1001214.02.2020.5.02.0010"
"INSTRUÇÃO","2021-03-08","1000465-37.2020.5.02.0316"
"INICIAL","2021-03-25","0000804-06.2020.5.11.0011"
"UNA","2021-05-13","0100442-12.2020.5.01.0004"
"INSTRUÇÃO","2021-05-14","0010552-67.2020.5.15.0038"
"INSTRUÇÃO","2021-06-02","1000581-49.2020.5.02.0702"
"UNA","2021-06-29","1000309-71.2020.5.02.0050"
"UNA","2021-03-15","1001452-90.2020.5.02.0084"
"INSTRUÇÃO","2021-06-25","1000789-65.2020.5.02.0465"
"UNA","2021-06-30","1001434-44.2020.5.02.0060"
"INSTRUÇÃO","2021-06-10","0001092-17.2020.5.09.0008"
"UNA","2021-03-16","1001427-57.2020.5.02.0705"
"JULGAMENTO","2021-02-11","0020449-87.2017.5.04.0020"
"INSTRUÇÃO","2021-05-27","0101322-78.2016.5.01.0057"
"UNA","2021-08-11","0101344-59.2019.5.01.0081"
"INSTRUÇÃO","2021-11-11","0100619-74.2020.5.01.0521"
"INICIAL","2021-03-16","1001456-16.2020.5.02.0703"
"INSTRUÇÃO","2021-04-07","0100300-96.2020.5.01.0201"
"OITIVA DE TESTEMUNHAS","2021-12-17","0000427.30.2020.5.12.0036"
"INICIAL","2021-04-13","1001384-23.2020.5.02.0026"
"INSTRUÇÃO","2021-06-10","0000662-63.2020.5.09.0041"
"INSTRUÇÃO","2021-05-21","0011012-54.2020.5.15.0038"
"INSTRUÇÃO","2021-08-10","0101346-29.2019.5.01.0081"
"JULGAMENTO","2021-02-11","0020238-63.2017.5.04.0404"
"INSTRUÇÃO","2022-09-14","0011721-31.2020.5.15.0122"
"HOMOLOGAÇÃO","2021-01-25","0010680-93.2020.5.15.0133"
"INSTRUÇÃO","2021-01-25","0022226-77.2017.5.04.0030"
"INSTRUÇÃO","2022-05-25",""
"INSTRUÇÃO","2021-05-13","0001371-62.2017.5.07.0008"
"INICIAL","2021-02-03","1001601-26.2020.5.02.0201"
"INICIAL","2021-02-09","0010030-19.2021.5.03.0174"
"INSTRUÇÃO","2021-02-25","0000989-28.2019.5.09.0660"
"UNA","2021-07-05","0011259-26.2020.5.15.0041"
"INSTRUÇÃO","2021-01-26","0011083-41.2020.5.15.0140"
"JULGAMENTO","2020-05-12","0001094-40.2018.5.09.0013"
"JULGAMENTO","2020-05-14","0020906-14.2015.5.04.0013"
"JULGAMENTO","2020-05-25","0022677-27.2019.5.04.0000"
"JULGAMENTO","2020-06-10","0021051-66.2017.5.04.0121"
"JULGAMENTO","2020-06-16","0021837-55.2017.5.04.0204"
"JULGAMENTO","2020-06-30","0021950-97.2017.5.04.0401"
"JULGAMENTO","2020-07-08","0021230-93.2018.5.04.0402"
"JULGAMENTO","2020-07-15","0020639-23.2017.5.04.0029"
"JULGAMENTO","2020-07-29","0020129-13.2017.5.04.0028"
"JULGAMENTO","2020-08-04","0020638-09.2019.5.04.0404"
"JULGAMENTO","2020-08-12","0021005-06.2018.5.04.0004"
"JULGAMENTO","2020-09-16","0020978-75.2018.5.04.0019"
"JULGAMENTO","2020-09-23","0021852-03.2017.5.04.0405"
"JULGAMENTO","2020-09-29","0020743-67.2016.5.04.0702"
"SENTENÇA","2020-10-16","0000324-34.2020.5.11.0009"
"JULGAMENTO","2020-10-21","0021532-83.2018.5.04.0512"
"JULGAMENTO","2020-10-21","0021435-19.2018.5.04.0404"
"JULGAMENTO","2020-10-21","0020690-51.2018.5.04.0303"
"JULGAMENTO","2020-10-21","0020479-45.2018.5.04.0002"
"JULGAMENTO","2020-11-11","0010375-39.2020.5.18.0291"
"JULGAMENTO","2020-11-20","0021687-83.2017.5.04.0007"
"JULGAMENTO - ED","2021-02-04","0021768-31.2015.5.04.0030"
"CONCILIAÇÃO","2021-02-09",""
"JULGAMENTO","2021-02-11","0021103-62.2017.5.04.0024"
"JULGAMENTO - VIRTUAL","2021-02-11","5014970-10.2020.4.04.7100"
"JULGAMENTO - VIRTUAL","2021-02-11","5052294-34.2020.4.04.7100"
"INSTRUÇÃO","2021-03-04","0011107-49.2020.5.15.0082"
"UNA","2021-10-14","0100354-34.2020.5.01.0081"
"INSTRUÇÃO","2021-03-11","0000989-28.2019.5.09.0660"
"INSTRUÇÃO","2020-11-24","0020829-79.2019.5.04.0234"
"UNA","2021-01-26","1000804-43.2020.5.02.0074"
"JULGAMENTO","2020-11-27","0020964-28.2017.5.04.0019"
"JULGAMENTO","2020-12-10","0020500-21.2019.5.04.0411"
"JULGAMENTO","2020-12-10","0020925-66.2014.5.04.0009"
"JULGAMENTO","2020-12-14","0002853-39.2019.5.10.0801"
"CONCILIAÇÃO","2021-01-26",""
"PERÍCIA","2021-01-28","5069539-92.2019.4.04.7100"
"UNA","2021-03-04","1001189-57.2020.5.02.0052"
"UNA","2021-02-22","0010076-88.2021.5.15.0007"
"INSTRUÇÃO","2021-02-08","1000996-16.2019.5.02.0072"
"UNA","2021-02-18","0010949-60.2020.5.15.0060"
"INSTRUÇÃO","2021-11-25",""
"CONCILIAÇÃO","2021-02-09",""
"INSTRUÇÃO","2021-02-04","1001100-44.2020.5.02.0372"
"SENTENÇA","2021-02-11","1001461-91.2018.5.02.0708"
"INSTRUÇÃO","2021-01-27",""
"JULGAMENTO - VIRTUAL","2021-02-24",""
"JULGAMENTO - VIRTUAL","2021-02-24",""
"UNA","2021-02-08","1000107-36.2020.5.02.0716"
"UNA","2021-02-11","1001159-82.2020.5.02.0323"
"PERÍCIA","2021-02-08",""
"JULGAMENTO","2021-02-10","0000593-54.2019.5.12.0050"
"CONCILIAÇÃO","2021-02-11","1001243-41.2020.5.02.0434"
"INICIAL","2021-03-18","0001035-36.2020.5.09.0513"
"INSTRUÇÃO","2022-01-26",""
"JULGAMENTO","2021-02-23","0020631-48.2018.5.04.0405"
"JULGAMENTO","2021-02-23","0021106-10.2018.5.04.0015"
"UNA","2021-04-20","1000064-20.2021.5.02.0052"
"INSTRUÇÃO","2021-03-10","0022226-77.2017.5.04.0030"
"INSTRUÇÃO","2021-03-16","0001460-19.2019.5.19.0061"
"UNA","2021-03-25","1000078-04.2021.5.02.0052"
"INSTRUÇÃO","2021-04-19","0020645-25.2020.5.04.0029"
"INICIAL","2021-06-07","1000080-46.2021.5.02.0610"
"UNA","2021-07-13","1000804-43.2020.5.02.0074"
"INSTRUÇÃO","2021-09-15","1000660-07.2020.5.02.0709"
"INSTRUÇÃO","2021-10-26","0101033-30.2020.5.01.0341"
"INSTRUÇÃO","2021-10-19","0011660-41.2018.5.15.0026"
"INSTRUÇÃO","2021-06-25","0001303-58.2020.5.09.0653"
"UNA","2021-02-01","1001069-65.2020.5.02.0035"
"UNA","2021-03-11","1001148-06.2020.5.02.0468"
"INSTRUÇÃO","2021-03-18","0011083-41.2020.5.15.0140"
"INSTRUÇÃO","2021-03-18","0010307-75.2020.5.03.0075"
"INSTRUÇÃO","2021-02-02","1001655-36.2018.5.02.0015"
"JULGAMENTO - VIRTUAL","2021-02-11",""
"INICIAL","2021-02-11","0010035-81.2021.5.03.0096"
"INSTRUÇÃO","2021-04-08","0012097-12.2019.5.15.0038"
"INSTRUÇÃO","2021-04-08","0011131-49.2019.5.15.0038"
"JULGAMENTO - VIRTUAL","2021-02-10","5022657-38.2020.4.04.7100"
"JULGAMENTO - VIRTUAL","2021-02-10","5021334-95.2020.4.04.7100"
"JULGAMENTO - VIRTUAL","2021-02-10","5053912-14.2020.4.04.7100"
"JULGAMENTO - VIRTUAL","2021-02-10","5048343-32.2020.4.04.7100"
"JULGAMENTO - VIRTUAL","2021-02-17",""
"INSTRUÇÃO","2021-03-02","1001392-06.2017.5.02.0446"
"PERÍCIA","2021-03-03","0021603-42.2019.5.04.0030"
"INSTRUÇÃO","2021-03-04",""
"INSTRUÇÃO","2021-03-10","0010971-06.2019.5.15.0044"
"INSTRUÇÃO","2021-04-07","1001163-75.2020.5.02.0467"
"INSTRUÇÃO","2021-04-12","0011632-03.2019.5.15.0038"
"INSTRUÇÃO","2021-03-29","0025185-73.2019.5.24.0004"
"INSTRUÇÃO","2021-04-12","0011160-02.2019.5.15.0038"
"INSTRUÇÃO","2021-05-14","1001066-41.2020.5.02.0446"
"INSTRUÇÃO","2021-05-05","0000094-20.2021.5.09.0653"
"PERÍCIA","2021-04-01",""
"INSTRUÇÃO","2021-04-29","1000588-84.2020.5.02.0720"
"INSTRUÇÃO","2021-06-07","1000996-16.2019.5.02.0072"
"INSTRUÇÃO","2021-06-15","1000234-71.2020.5.02.0716"
"INSTRUÇÃO","2021-07-29","1001763-30.2019.5.02.0080"
"INSTRUÇÃO","2021-05-19","1000308-55.2020.5.02.0028"
"INSTRUÇÃO","2021-06-17","1001081-97.2020.5.02.0708"
"INSTRUÇÃO","2021-05-19","1000377-87.2020.5.02.0028"
"UNA","2021-06-28",""
"INICIAL","2021-03-23","0100807-50.2020.5.01.0074"
"INSTRUÇÃO","2021-02-02","0010551-82.2020.5.15.0038"
"INSTRUÇÃO","2021-01-21","0020561-61.2018.5.04.0201"
"INSTRUÇÃO","2021-08-30","0020214-36.2020.5.04.0305"
"CONCILIAÇÃO","2021-02-03",""
"JULGAMENTO - VIRTUAL","2021-02-05","5015302-94.2020.8.21.0010"
"SENTENÇA","2021-03-10","1000914-93.2020.5.02.0057"
"INICIAL","2021-03-05","1001348-79.2020.5.02.0058"
"INSTRUÇÃO","2021-04-05",""
"INSTRUÇÃO","2021-07-15","0100078-75.2020.5.01.0057"
"UNA","2021-08-10","1000097-49.2021.5.02.0718"
"INICIAL","2021-02-23","1000442-48.2020.5.02.0201"
"CONCILIAÇÃO","2021-02-18",""
"INSTRUÇÃO","2021-04-23","1001557-54.2019.5.02.0714"
"ENCERRAMENTO DE INSTRUÇÃO","2021-03-17","0001030-51.2019.5.09.0124"
"JULGAMENTO - VIRTUAL","2021-02-11",""
"JULGAMENTO - VIRTUAL","2021-02-17","5000311-37.2020.8.21.0003"
"JULGAMENTO - VIRTUAL","2021-02-24","5041549-92.2020.4.04.7100"
"INSTRUÇÃO","2021-03-02",""
"INICIAL","2021-03-08","0010055-70.2021.5.03.0129"
"CONCILIAÇÃO","2021-03-17","0100635-43.2020.5.01.0225"
"CONCILIAÇÃO","2021-03-17","0100871-92.2020.5.01.0225"
"INICIAL","2021-04-05","1000971-65.2020.5.02.0719"
"UNA","2021-03-24","1001148-06.2020.5.02.0468"
"INICIAL","2021-03-22","1000085-12.2021.5.02.0079"
"INICIAL","2021-03-02","0010091-43.2021.5.15.0044"
"INSTRUÇÃO","2021-05-05","1000238-22.2020.5.02.0001"
"PERÍCIA","2021-04-15",""
"INSTRUÇÃO","2021-06-14","0100019-23.2020.5.01.0046"
"INICIAL","2021-05-14","0000070-84.2021.5.09.0008"
"INSTRUÇÃO","2021-06-09","0011004-07.2019.5.15.0008"
"INSTRUÇÃO","2021-06-16","1000675-51.2020.5.02.0005"
"INSTRUÇÃO","2021-06-21","1000107-36.2020.5.02.0716"
"INSTRUÇÃO","2021-06-22","0011580-97.2019.5.15.0008"
"INSTRUÇÃO","2021-06-09",""
"INSTRUÇÃO","2021-05-11","0010551-82.2020.5.15.0038"
"INICIAL","2021-05-20","1001159-82.2020.5.02.0323"
"INSTRUÇÃO","2021-05-13","0011385-22.2019.5.15.0038"
"INSTRUÇÃO","2021-06-29","1001601-26.2020.5.02.0201"
"ENCERRAMENTO DE INSTRUÇÃO","2021-07-28","0001555-45.2019.5.09.0023"
"INSTRUÇÃO","2021-10-25","0011150-52.2020.5.15.0060"
"INSTRUÇÃO","2021-10-06","1000660-20.2020.5.02.0058"
"INSTRUÇÃO","2021-03-19","1000337-59.2020.5.02.0011"
"UNA","2022-03-28","0101255-73.2019.5.01.0004"
"INSTRUÇÃO","2021-12-02","0101073-50.2019.5.01.0081"
"INSTRUÇÃO","2022-02-23","0010156-23.2020.5.15.0028"
"INSTRUÇÃO","2021-07-02","1001053-82.2020.5.02.0465"
"INSTRUÇÃO","2022-02-23","0010147-61.2020.5.15.0028"
"INSTRUÇÃO","2021-02-11","0020469-10.2019.5.04.0020"
"INSTRUÇÃO","2021-02-04","0020395-53.2019.5.04.0020"
"INSTRUÇÃO","2021-02-04","0020177-88.2020.5.04.0020"
"PERÍCIA","2021-02-09",""
"INSTRUÇÃO","2021-09-08",""
"UNA","2021-09-14","0020965-75.2020.5.04.0029"
"UNA","2021-09-28","0021033-25.2020.5.04.0029"
"INICIAL","2021-01-27","0001303-58.2020.5.09.0653"
"INSTRUÇÃO","2021-03-16","0001460-19.2019.5.19.0061"
"INICIAL","2021-02-09","1000309-71.2020.5.02.0050"
"INSTRUÇÃO","2021-02-25","1000122-47.2020.5.02.0702"
"UNA","2021-02-17","1001192-16.2020.5.02.0083"
"PERÍCIA","2021-02-05",""
"JULGAMENTO","2021-02-10","0021555-88.2016.5.04.0030"
"JULGAMENTO","2021-02-10","0021366-87.2018.5.04.0403"
"UNA","2021-07-08","1000093-27.2021.5.02.0713"
"JULGAMENTO","2021-02-19","0021057-60.2014.5.04.0030"
"JULGAMENTO","2021-02-24","0000547-77.2014.5.04.0304"
"CONCILIAÇÃO","2021-02-23",""
"JULGAMENTO","2021-02-24","0021618-63.2017.5.04.0003"
"PERÍCIA","2021-03-01",""
"PERÍCIA","2021-03-03",""
"JULGAMENTO","2021-03-02","0021808-25.2015.5.04.0026"
"JULGAMENTO","2021-03-02","0021367-72.2018.5.04.0403"
"INSTRUÇÃO","2021-03-10","0021141-91.2018.5.04.0007"
"INSTRUÇÃO","2021-03-23","0021263-29.2017.5.04.0011"
"INSTRUÇÃO","2021-04-08","0021182-10.2018.5.04.0023"
"INSTRUÇÃO","2021-06-01","0000934-57.2020.5.12.0014"
"UNA","2021-04-13",""
"INSTRUÇÃO","2022-01-26",""
"CONCILIAÇÃO","2021-02-10",""
"JULGAMENTO - VIRTUAL","2021-03-10","0023088-93.2019.4.03.6301"
"UNA","2021-04-06","1001331-07.2020.5.02.0070"
"PERÍCIA","2021-02-17","0020410-55.2020.5.04.0030"
"CONCILIAÇÃO","2021-02-25","90008599820208210033"
"UNA","2021-04-05","1000488-22.2020.5.02.0012"
"UNA","2021-02-24","1000488-22.2020.5.02.0012"
"SENTENÇA","2021-02-19","1000985-19.2019.5.02.0708"
"INSTRUÇÃO","2021-02-24","1001687-35.2019.5.02.0038"
"INICIAL","2021-03-02","0010454-28.2020.5.15.0056"
"INSTRUÇÃO","2021-07-15","0100778-79.2020.5.01.0080"
"INSTRUÇÃO/CONTROLE DO JUIZ","2021-07-06","1000469-80.2020.5.02.0314"
"INSTRUÇÃO","2021-07-19","0101007-14.2020.5.01.0056"
"INSTRUÇÃO","2021-07-27","0100905-91.2020.5.01.0023"
"UNA","2021-10-05","0011741-16.2020.5.15.0027"
"INSTRUÇÃO","2021-10-07","1001985-11.2019.5.02.0205"
"INSTRUÇÃO","2021-10-21","1001171-93.2019.5.02.0012"
"INSTRUÇÃO","2021-11-25","1000240-02.2020.5.02.0709"
"INSTRUÇÃO","2022-02-16","0010069-45.2020.5.15.0100"
"JULGAMENTO - VIRTUAL","2021-02-17",""
"JULGAMENTO - VIRTUAL","2021-02-24",""
"JULGAMENTO - VIRTUAL","2021-02-24",""
"INSTRUÇÃO","2021-04-15","0100776-12.2020.5.01.0080"
"INSTRUÇÃO","2021-03-01","1000107-39.2020.5.02.0715"
"JULGAMENTO - VIRTUAL","2021-02-24",""
"INICIAL","2021-03-16","0000804-06.2020.5.11.0011"
"INSTRUÇÃO","2021-05-04","0010030-19.2021.5.03.0174"
"JULGAMENTO - VIRTUAL","2021-03-11","0035309-11.2019.4.03.6301"
"CONCILIAÇÃO","2021-03-24","0001733.71.2015.5.02.0041"
"INICIAL","2021-04-07","1001331-07.2020.5.02.0070"
"PERÍCIA","2021-06-29",""
"UNA","2021-03-09","0010035-81.2021.5.03.0096"
"CONCILIAÇÃO","2021-03-09",""
"INSTRUÇÃO","2021-06-23",""
"INSTRUÇÃO","2022-01-27",""
"INSTRUÇÃO","2021-03-09","0021384-29.2019.5.04.0030"
"INSTRUÇÃO","2021-12-06","0021261-37.2018.5.04.0007"
"INSTRUÇÃO","2021-07-26","1001585-39.2019.5.02.0385"
"INSTRUÇÃO","2021-08-09","0021042-84.2020.5.04.0029"
"INSTRUÇÃO","2022-02-09","0021155-35.2020.5.04.0030"
"INSTRUÇÃO","2022-02-07","0020645-89.2019.5.04.0019"
"INSTRUÇÃO","2021-03-24","1001103-75.2018.5.02.0046"
"PERÍCIA","2021-02-18","5045981-57.2020.4.04.7100"
"INSTRUÇÃO","2021-08-06","1001557-54.2019.5.02.0714"
"JULGAMENTO","2021-02-24","0020479-45.2018.5.04.0002"
"PERÍCIA","2021-02-22","1006366-23.2019.8.26.0309"
"INSTRUÇÃO","2021-12-02",""
"INSTRUÇÃO","2021-12-02",""
"UNA","2021-04-29","1001082-85.2020.5.02.0707"
"JULGAMENTO - VIRTUAL","2021-03-09","5015367-53.2017.4.04.7107"
"JULGAMENTO - VIRTUAL","2021-03-09","5007938-54.2016.4.04.7112"
"JULGAMENTO","2021-03-02","0020486-92.2018.5.04.0016"
"HOMOLOGAÇÃO","2021-03-03","0000496.67.2014.5.19.0007"
"JULGAMENTO","2021-03-04","0021119-76.2017.5.04.0101"
"JULGAMENTO","2021-03-10","0021067-71.2018.5.04.0028"
"JULGAMENTO","2021-03-10","0021678-06.2017.5.04.0401"
"JULGAMENTO","2021-03-10","0021530-16.2018.5.04.0512"
"PERÍCIA","2021-03-19","0021604-27.2019.5.04.0030"
"INSTRUÇÃO","2021-03-08","0017768-58.2019.5.16.0015"
"INSTRUÇÃO","2021-03-30","0021534-53.2018.5.04.0512"
"JULGAMENTO","2021-04-13","0021057-60.2014.5.04.0030"
"PERÍCIA","2021-06-04","5018042-07.2020.8.21.7000"
"INSTRUÇÃO","2021-05-11","0011131-49.2019.5.15.0038"
"INSTRUÇÃO","2021-04-27","0021384-29.2019.5.04.0030"
"INSTRUÇÃO","2021-06-08","1001103-75.2018.5.02.0046"
"INSTRUÇÃO","2021-06-22","0021032-40.2019.5.04.0008"
"INSTRUÇÃO","2021-06-23","0021173-93.2018.5.04.0008"
"INSTRUÇÃO","2021-05-11","0012097-12.2019.5.15.0038"
"PERÍCIA","2021-07-05","0021155-35.2020.5.04.0030"
"INSTRUÇÃO","2021-07-05","0020864-38.2019.5.04.0008"
"INSTRUÇÃO","2021-07-07","0020408-43.2019.5.04.0023"
"PERÍCIA","2021-02-22","1001053-82.2020.5.02.0465"
"OITIVA DE TESTEMUNHAS","2021-02-22",""
"CONCILIAÇÃO","2021-02-22","1001189-57.2020.5.02.0052"
"INSTRUÇÃO","2021-02-22","1000463-55.2020.5.02.0029"
"PERÍCIA","2021-02-26","5054750-88.2019.4.04.7100"
"INSTRUÇÃO","2022-01-21","0000105-51.2019.5.06.0023"
"INSTRUÇÃO","2021-02-23","1001581-81.2019.5.02.0003"
"CONCILIAÇÃO","2021-02-23","1000141.33.2018.5.02.0020"
"INSTRUÇÃO","2021-02-23","0021583-64.2017.5.04.0404"
"JULGAMENTO - VIRTUAL","2021-02-10","5053628-06.2020.4.04.7100"
